binomial,latitude,area,order,family,ebird_name,treelabels,clumin,clumax,bodmin,bodmax,is,migratory,mode,land,clu_geom,mass_geom
Sagittarius serpentarius,-4.0313089783749945,14015828618045.6,Accipitriformes,Sagittariidae,Sagittarius_serpentarius,Sagittarius_serpentarius,1,4,2300,4270,N,NA,altricial,land,2,3133.8474755482293
Sakesphorus canadensis,4.56902606974634,1621991711123.83,Passeriformes,Thamnophilidae,Sakesphorus_canadensis,Sakesphorus_canadensis,2,3,20,28,N,NA,altricial,land,2.449489742783178,23.66431913239846
Salpinctes obsoletus,37.19206466783554,5420042693528.74,Passeriformes,Troglodytidae,Salpinctes_obsoletus,Salpinctes_obsoletus,1,10,10.5,20,N,migratory,altricial,land,3.1622776601683795,14.491376746189436
Salpornis spilonota,23.082831431378015,952342708638.089,Passeriformes,Certhiidae,Salpornis_spilonota,Salpornis_spilonotus,1,3,14,14,N,NA,altricial,land,1.7320508075688774,13.999999999999996
Saltator albicollis,15.286875375544492,3543260449.56072,Passeriformes,Thraupidae,Saltator_albicollis,Saltator_albicollis,2,3,37,51.6,Y,NA,altricial,land,2.449489742783178,43.69439323299959
Saltator atriceps,16.570109153132567,706392125407.204,Passeriformes,Thraupidae,Saltator_atriceps,Saltator_atriceps,2,2,68.2,93.4,N,NA,altricial,land,2,79.81152798938263
Saltator atricollis,-14.440826781687752,3345619724229.52,Passeriformes,Thraupidae,Saltatricula_atricollis,Saltator_atricollis,2,2,53.8,53.8,N,NA,altricial,land,2,53.79999999999999
Saltator atripennis,2.941922626529836,110254943634.992,Passeriformes,Thraupidae,Saltator_atripennis,Saltator_atripennis,2,3,40,60,N,NA,altricial,land,2.449489742783178,48.98979485566357
Saltator aurantiirostris,-27.340269357149616,2472727951528.16,Passeriformes,Thraupidae,Saltator_aurantiirostris,Saltator_aurantiirostris,2,3,33.1,54.3,N,NA,altricial,land,2.449489742783178,42.394928942032685
Saltator coerulescens,-12.136947750569323,8179299329027.86,Passeriformes,Thraupidae,Saltator_coerulescens,Saltator_coerulescens,2,3,47,67,N,NA,altricial,land,2.449489742783178,56.11595138639279
Saltator grossus,-2.6179020493217675,6228983890354.75,Passeriformes,Thraupidae,Saltator_grossus,Saltator_grossus,2,3,41,53,N,NA,altricial,land,2.449489742783178,46.61544808322665
Saltator maximus,-3.8318254854498592,9525260332824.98,Passeriformes,Thraupidae,Saltator_maximus,Saltator_maximus,2,2,46.2,49.1,N,NA,altricial,land,2,47.627932980552494
Saltator multicolor,-26.185741860964175,1112808376837.75,Passeriformes,Thraupidae,Saltatricula_multicolor,Saltatricula_multicolor,3,3,20,25,N,NA,altricial,land,3.0000000000000004,22.360679774997894
Saltator similis,-20.64444533839357,3780178527221.04,Passeriformes,Thraupidae,Saltator_similis,Saltator_similis,2,3,36,54,N,NA,altricial,land,2.449489742783178,44.090815370097204
Saltator striatipectus,4.461738008034209,884280498985.295,Passeriformes,Thraupidae,Saltator_striatipectus,Saltator_striatipectus,2,3,30,44,N,NA,altricial,land,2.449489742783178,36.3318042491699
Sappho sparganurus,-26.264793059265504,409731948619.485,Caprimulgiformes,Trochilidae,Sappho_sparganurus,Sappho_sparganura,2,2,4.2,6.3,N,NA,altricial,land,2,5.143928459844674
Sarcogyps calvus,24.1455148007728,2166661330982.16,Accipitriformes,Accipitridae,Sarcogyps_calvus,Sarcogyps_calvus,1,1,3600,5400,N,NA,altricial,land,1,4409.081537009717
Sarcops calvus,12.079980340424962,243660975599.2,Passeriformes,Sturnidae,Sarcops_calvus,Sarcops_calvus,2,3,120,170,Y,NA,altricial,land,2.449489742783178,142.82856857085696
Sarcoramphus papa,-8.395428151611963,14234925849261.2,Cathartiformes,Cathartidae,Sarcoramphus_papa,Sarcoramphus_papa,1,1,3100,3700,N,NA,altricial,land,1,3386.738844375222
Sarkidiornis melanotos,0.5843882793340128,18672244287668,Anseriformes,Anatidae,Sarkidiornis_melanotos,Sarkidiornis_melanotos,6,20,1230,2610,N,NA,precocial,land,10.95445115010332,1791.7310065966935
Saroglossa spilopterus,29.802607413930826,119537725619.092,Passeriformes,Sturnidae,Saroglossa_spilopterus,Saroglossa_spiloptera,3,4,47.5,47.5,N,migratory,altricial,land,3.464101615137755,47.49999999999999
Sarothrura elegans,-8.168806385084464,7041880094136.32,Gruiformes,Sarothruridae,Sarothrura_elegans,Sarothrura_elegans,3,5,39.5,60.5,N,NA,precocial,land,3.872983346207417,48.88506929523574
Sasia abnormis,1.7238243953140873,1142477837018.9,Piciformes,Picidae,Sasia_abnormis,Sasia_abnormis,2,2,7.2,12,N,NA,altricial,land,2,9.295160030897803
Sasia ochracea,20.845112431618727,1511122265400.49,Piciformes,Picidae,Sasia_ochracea,Sasia_ochracea,2,4,8.3,11.8,N,NA,altricial,land,2.82842712474619,9.896464014990405
Satrapa icterophrys,-19.03037584432534,6566790555449.8,Passeriformes,Tyrannidae,Satrapa_icterophrys,Satrapa_icterophrys,2,4,20,20,N,NA,altricial,land,2.82842712474619,19.999999999999996
Saundersilarus saundersi,37.66956121084617,48759197807.6664,Charadriiformes,Laridae,Saundersilarus_saundersi,Larus_saundersi,1,6,170,220,N,migratory,precocial,land,2.449489742783178,193.3907960581373
Saxicola caprata,24.84491204803022,9722836459797.04,Passeriformes,Muscicapidae,Saxicola_caprata,Saxicola_caprata,2,5,14,26,N,migratory,altricial,land,3.162277660168379,19.078784028338912
Saxicola ferreus,27.415956972495778,3380679953365.82,Passeriformes,Muscicapidae,Saxicola_ferreus,Saxicola_ferreus,4,6,14,16,N,migratory,altricial,land,4.898979485566356,14.966629547095764
Saxicola rubetra,55.50411313616586,10195872916618,Passeriformes,Muscicapidae,Saxicola_rubetra,Saxicola_rubetra,4,7,13,26,N,migratory,altricial,land,5.2915026221291805,18.384776310850235
Saxicola tectes,-21.119652878493245,2470468927.44948,Passeriformes,Muscicapidae,Saxicola_tectes,Saxicola_tectes,2,4,11,14,Y,NA,altricial,land,2.82842712474619,12.409673645990859
Saxicoloides fulicatus,22.67645134897012,3260642580423.78,Passeriformes,Muscicapidae,Copsychus_fulicatus,Saxicoloides_fulicatus,2,7,17,20,N,NA,altricial,land,3.741657386773941,18.439088914585778
Sayornis nigricans,17.13239700421687,2964421322974.01,Passeriformes,Tyrannidae,Sayornis_nigricans,Sayornis_nigricans,1,6,14.7,22.5,N,migratory,altricial,land,2.449489742783178,18.186533479473212
Sayornis phoebe,47.34965747178196,6226595597665.28,Passeriformes,Tyrannidae,Sayornis_phoebe,Sayornis_phoebe,2,6,16,20.8,N,migratory,altricial,land,3.464101615137755,18.24280680158621
Sayornis saya,51.17479976859792,7195785906882.94,Passeriformes,Tyrannidae,Sayornis_saya,Sayornis_saya,3,7,17.5,24.1,N,migratory,altricial,land,4.58257569495584,20.53655277791285
Scelorchilus rubecula,-41.872180891897145,265807722692.385,Passeriformes,Rhinocryptidae,Scelorchilus_rubecula,Scelorchilus_rubecula,2,3,53.7,53.7,N,NA,altricial,land,2.449489742783178,53.7
Scenopoeetes dentirostris,-17.5727181018827,4997732164.11848,Passeriformes,Ptilonorhynchidae,Scenopoeetes_dentirostris,Scenopoeetes_dentirostris,1,2,132,199,N,NA,altricial,land,1.414213562373095,162.07405714672532
Schiffornis turdina,-6.498156728902755,5579318235306.81,Passeriformes,Tityridae,Schiffornis_turdina,Schiffornis_turdina,2,2,22,43,N,NA,altricial,land,2,30.757112998459395
Schiffornis virescens,-22.181650665220236,1660620478067.9,Passeriformes,Tityridae,Schiffornis_virescens,Schiffornis_virescens,2,2,21.5,28.5,N,NA,altricial,land,2,24.753787588973132
Schistes geoffroyi,-4.420831591252814,546163665313.542,Caprimulgiformes,Trochilidae,Schistes_geoffroyi,Schistes_geoffroyi,2,2,4,4,N,NA,altricial,land,2,4
Schistochlamys melanopis,-7.34200025911535,6457645260483.7,Passeriformes,Thraupidae,Schistochlamys_melanopis,Schistochlamys_melanopis,2,2,29,40,N,NA,altricial,land,2,34.058772731852805
Schistochlamys ruficapillus,-14.67994634355654,2409355312698.62,Passeriformes,Thraupidae,Schistochlamys_ruficapillus,Schistochlamys_ruficapillus,2,2,20.5,45,N,NA,altricial,land,2,30.37268509697488
Schistolais leucopogon,-0.4672276417021935,2373192714057.5,Passeriformes,Cisticolidae,Schistolais_leucopogon,Prinia_leucopogon,2,3,10,15,N,NA,altricial,land,2.449489742783178,12.247448713915889
Schoenicola brevirostris,-7.849114161864292,2801955501310.69,Passeriformes,Locustellidae,Schoenicola_brevirostris,Schoenicola_brevirostris,2,3,14,17,N,migratory,altricial,land,2.449489742783178,15.427248620541508
Schoeniophylax phryganophilus,-23.851586025119342,2564202821653.5,Passeriformes,Furnariidae,Schoeniophylax_phryganophilus,Schoeniophylax_phryganophilus,3,6,15,22.5,N,NA,altricial,land,4.242640687119285,18.371173070873837
Schoeniparus brunneus,27.08478115785681,1327354062182.42,Passeriformes,Pellorneidae,Schoeniparus_brunneus,Alcippe_brunnea,2,5,15,23,N,NA,altricial,land,3.162277660168379,18.574175621006713
Schoeniparus castaneceps,21.581136773283852,1180057104264.96,Passeriformes,Pellorneidae,Schoeniparus_castaneceps,Alcippe_castaneceps,3,4,8,12,N,NA,altricial,land,3.464101615137755,9.797958971132712
Schoeniparus cinereus,26.31308356804897,208968528638.019,Passeriformes,Pellorneidae,Schoeniparus_cinereus,Alcippe_cinerea,2,4,8,13,N,NA,altricial,land,2.82842712474619,10.198039027185569
Schoeniparus dubius,25.31867582675438,1489085653662.94,Passeriformes,Pellorneidae,Schoeniparus_dubius,Alcippe_dubia,2,5,14,22,N,NA,altricial,land,3.162277660168379,17.54992877478425
Sciaphylax hemimelaena,-9.281161591272497,2503854830505.73,Passeriformes,Thamnophilidae,Sciaphylax_hemimelaena,Myrmeciza_hemimelaena,2,2,14.5,16.5,N,NA,altricial,land,2,15.46770829825802
Scissirostrum dubium,-2.128524408374581,137134186951.715,Passeriformes,Sturnidae,Scissirostrum_dubium,Scissirostrum_dubium,2,2,50,50,Y,NA,altricial,land,2,49.99999999999999
Sclateria naevia,-3.886023428442496,5183337809483.5,Passeriformes,Thamnophilidae,Sclateria_naevia,Sclateria_naevia,2,2,21,27,N,NA,altricial,land,2,23.811761799581312
Scleroptila afra,-31.28585795325388,436790812790.228,Galliformes,Phasianidae,Scleroptila_afra,Francolinus_africanus,3,8,345,539,N,NA,precocial,land,4.898979485566356,431.2249992753205
Scleroptila finschi,-7.783833198602388,304435846318.185,Galliformes,Phasianidae,Scleroptila_finschi,Francolinus_finschi,5,5,540,600,N,NA,precocial,land,4.999999999999999,569.2099788303086
Scleroptila gutturalis,-12.992111770417106,1483139561506.9,Galliformes,Phasianidae,Scleroptila_gutturalis,Francolinus_levaillantoides,3,8,340,538,N,NA,precocial,land,4.898979485566356,427.69147758635575
Scleroptila levaillantii,-15.99331756367998,831070851295.598,Galliformes,Phasianidae,Scleroptila_levaillantii,Francolinus_levaillantii,3,12,354,567,N,NA,precocial,land,6,448.0156247275308
Scleroptila shelleyi,-16.339568857873612,1270932588354.28,Galliformes,Phasianidae,Scleroptila_shelleyi,Francolinus_shelleyi,4,7,392,600,N,NA,precocial,land,5.2915026221291805,484.9742261192858
Sclerurus guatemalensis,11.888636185011356,413991227152.344,Passeriformes,Furnariidae,Sclerurus_guatemalensis,Sclerurus_guatemalensis,2,2,34.7,34.7,N,NA,altricial,land,2,34.699999999999996
Sclerurus mexicanus,-3.510935897900575,6348378541804.34,Passeriformes,Furnariidae,Sclerurus_mexicanus,Sclerurus_mexicanus,2,2,20,27,N,NA,altricial,land,2,23.237900077244497
Sclerurus scansor,-21.07796292096094,2115391363088.46,Passeriformes,Furnariidae,Sclerurus_scansor,Sclerurus_scansor,2,3,30,41,N,NA,altricial,land,2.449489742783178,35.07135583350036
Scolopax minor,41.23145406276947,4238104382068.3,Charadriiformes,Scolopacidae,Scolopax_minor,Scolopax_minor,1,4,148.5,210.5,N,migratory,precocial,land,2,176.80285631176886
Scolopax rusticola,55.21061741517078,15071122957895.2,Charadriiformes,Scolopacidae,Scolopax_rusticola,Scolopax_rusticola,2,5,131,420,N,migratory,precocial,land,3.162277660168379,234.56342425877062
Scopus umbretta,-2.8873019485500655,19857519574119.6,Pelecaniformes,Scopidae,Scopus_umbretta,Scopus_umbretta,3,6,415,430,N,NA,altricial,land,4.242640687119285,422.4334267076881
Scotocerca inquieta,32.23330673003489,4704246675090.26,Passeriformes,Scotocercidae,Scotocerca_inquieta,Scotocerca_inquieta,2,5,6,10,N,migratory,altricial,land,3.162277660168379,7.745966692414836
Scytalopus affinis,-7.774387907701242,15372718580.696,Passeriformes,Rhinocryptidae,Scytalopus_affinis,Scytalopus_affinis,2,2,12.3,15,N,NA,altricial,land,2,13.583077707206124
Scytalopus magellanicus,-44.70717415207634,445719529563.771,Passeriformes,Rhinocryptidae,Scytalopus_magellanicus,Scytalopus_magellanicus,2,3,10.4,13.9,N,NA,altricial,land,2.449489742783178,12.023310692151309
Seiurus aurocapilla,47.19231297010706,5203568304835.39,Passeriformes,Parulidae,Seiurus_aurocapilla,Seiurus_aurocapilla,3,6,17.8,27.5,N,migratory,altricial,land,4.242640687119285,22.124646889837585
Selasphorus calliope,45.49851186870375,1203358970761.23,Caprimulgiformes,Trochilidae,Selasphorus_calliope,Stellula_calliope,2,2,2.3,3.4,N,migratory,altricial,land,2,2.796426290821912
Selasphorus platycercus,32.389119357862704,696803486386.097,Caprimulgiformes,Trochilidae,Selasphorus_platycercus,Selasphorus_platycercus,2,2,2.9,4.4,N,migratory,altricial,land,2,3.57211421989835
Selasphorus rufus,51.11971886723201,1513356372195.78,Caprimulgiformes,Trochilidae,Selasphorus_rufus,Selasphorus_rufus,2,3,2.6,5.7,N,migratory,altricial,land,2.449489742783178,3.849675310984032
Selasphorus sasin,37.962919903759975,30209676212.5142,Caprimulgiformes,Trochilidae,Selasphorus_sasin,Selasphorus_sasin,1,4,3,3,N,migratory,altricial,land,2,3.0000000000000004
Selenidera maculirostris,-22.71781647192401,928737519310.806,Piciformes,Ramphastidae,Selenidera_maculirostris,Selenidera_maculirostris,2,3,137,193,N,NA,altricial,land,2.449489742783178,162.6068879229906
Selenidera piperivora,2.344417360635936,1088768504752.17,Piciformes,Ramphastidae,Selenidera_piperivora,Selenidera_piperivora,2,3,129,165,N,NA,altricial,land,2.449489742783178,145.8937969894539
Seleucidis melanoleucus,-4.692882989038546,325189361394.034,Passeriformes,Paradisaeidae,Seleucidis_melanoleucus,Seleucidis_melanoleucus,1,2,160,217,Y,NA,altricial,land,1.414213562373095,186.33303518163376
Semioptera wallacii,0.6739686497273039,12917745138.6203,Passeriformes,Paradisaeidae,Semioptera_wallacii,Semioptera_wallacii,1,1,126,174,Y,NA,altricial,land,1,148.06755215103672
Semnornis frantzii,9.51872120572161,15874286468.0418,Piciformes,Semnornithidae,Semnornis_frantzii,Semnornis_frantzii,4,5,58.3,72,N,NA,altricial,land,4.472135954999579,64.78888793612684
Sephanoides fernandensis,-33.6390438154673,8060015.75453394,Caprimulgiformes,Trochilidae,Sephanoides_fernandensis,Sephanoides_fernandensis,2,2,6.8,10.9,Y,NA,altricial,land,2,8.609297300012356
Sephanoides sephaniodes,-44.34715761823341,530703671787.17,Caprimulgiformes,Trochilidae,Sephanoides_sephaniodes,Sephanoides_sephaniodes,2,2,5,5.5,N,migratory,altricial,land,2,5.244044240850759
Sericornis citreogularis,-28.76821569846988,167308617527.736,Passeriformes,Acanthizidae,Sericornis_citreogularis,Sericornis_citreogularis,2,3,16,18,N,NA,altricial,land,2.449489742783178,16.970562748477136
Sericornis frontalis,-31.4302720900746,1672329897277.79,Passeriformes,Acanthizidae,Sericornis_frontalis,Sericornis_frontalis,2,3,14,14,N,NA,altricial,land,2.449489742783178,13.999999999999996
Sericornis keri,-17.45185267417537,24236585222.5181,Passeriformes,Acanthizidae,Sericornis_keri,Sericornis_keri,2,2,12,12,N,NA,altricial,land,2,12
Sericornis magnirostra,-28.608035399668132,268352524753.716,Passeriformes,Acanthizidae,Sericornis_magnirostra,Sericornis_magnirostra,2,5,10,10,N,NA,altricial,land,3.162277660168379,10.000000000000002
Sericulus chrysocephalus,-28.485754745679035,89187517532.0805,Passeriformes,Ptilonorhynchidae,Sericulus_chrysocephalus,Sericulus_chrysocephalus,1,3,76,138,N,NA,altricial,land,1.7320508075688774,102.41093691593693
Serilophus lunatus,17.06809071631352,1235482970418.33,Passeriformes,Eurylaimidae,Serilophus_lunatus,Serilophus_lunatus,2,7,25.2,35,N,NA,altricial,land,3.741657386773941,29.698484809834984
Serinus alario,-30.54760166850348,507713409532.298,Passeriformes,Fringillidae,Serinus_alario,Serinus_alario,2,5,11,14,N,NA,altricial,land,3.162277660168379,12.409673645990859
Serinus canaria,30.799575158015205,9379444766.27114,Passeriformes,Fringillidae,Serinus_canaria,Serinus_canaria,3,4,15,20,Y,NA,altricial,land,3.464101615137755,17.32050807568877
Serinus canicollis,-30.247190886531246,613890779232.062,Passeriformes,Fringillidae,Serinus_canicollis,Serinus_canicollis,2,5,10,19.7,N,NA,altricial,land,3.162277660168379,14.035668847618199
Serinus flavivertex,0.84419029603215,323625704110.836,Passeriformes,Fringillidae,Serinus_flavivertex,Serinus_flavivertex,2,4,12.5,17,N,NA,altricial,land,2.82842712474619,14.577379737113253
Serinus pusillus,37.3030510657532,1833803312083.21,Passeriformes,Fringillidae,Serinus_pusillus,Serinus_pusillus,3,5,9.5,13.5,N,NA,altricial,land,3.872983346207417,11.324751652906123
Serinus serinus,45.04798960844089,4798550753960.61,Passeriformes,Fringillidae,Serinus_serinus,Serinus_serinus,3,4,8.5,14,N,migratory,altricial,land,3.464101615137755,10.90871211463571
Serpophaga hypoleuca,-3.4340755256616533,553350977309.111,Passeriformes,Tyrannidae,Serpophaga_hypoleuca,Serpophaga_hypoleuca,2,2,5.5,6.7,N,NA,altricial,land,2,6.070420084310476
Serpophaga nigricans,-27.217735710701827,3657868552561.28,Passeriformes,Tyrannidae,Serpophaga_nigricans,Serpophaga_nigricans,3,3,9,9,N,NA,altricial,land,3.0000000000000004,9.000000000000002
Serpophaga subcristata,-24.579757715552596,5700412428677.92,Passeriformes,Tyrannidae,Serpophaga_subcristata,Serpophaga_subcristata,2,3,6,8.6,N,migratory,altricial,land,2.449489742783178,7.183313998427187
Setopagis parvula,-17.77782311515042,6786620720304.18,Caprimulgiformes,Caprimulgidae,Setopagis_parvula,Caprimulgus_parvulus,2,2,25,47,N,NA,altricial,land,2,34.27827300200521
Setophaga americana,39.90441127639859,3335391724753.51,Passeriformes,Parulidae,Setophaga_americana,Parula_americana,2,7,7,10.2,N,migratory,altricial,land,3.741657386773941,8.44985206971104
Setophaga caerulescens,44.90894020406369,1162162907508.83,Passeriformes,Parulidae,Setophaga_caerulescens,Dendroica_caerulescens,2,5,8.7,10.1,N,migratory,altricial,land,3.162277660168379,9.373899935459093
Setophaga castanea,52.5504888688308,2639568267107.2,Passeriformes,Parulidae,Setophaga_castanea,Dendroica_castanea,3,7,8.2,15.2,N,migratory,altricial,land,4.58257569495584,11.16422858956229
Setophaga cerulea,40.45441122069123,1847094377800.67,Passeriformes,Parulidae,Setophaga_cerulea,Dendroica_cerulea,1,5,8,11.1,N,migratory,altricial,land,2.23606797749979,9.423375191511797
Setophaga chrysoparia,30.738952508190515,39798624128.0505,Passeriformes,Parulidae,Setophaga_chrysoparia,Dendroica_chrysoparia,3,5,7,14.7,N,migratory,altricial,land,3.872983346207417,10.143963722332606
Setophaga citrina,36.014933957584674,1991631198233.18,Passeriformes,Parulidae,Setophaga_citrina,Wilsonia_citrina,2,5,9.7,11.3,Y,migratory,altricial,land,3.162277660168379,10.469479452198184
Setophaga coronata,56.710342415871295,7176286732082,Passeriformes,Parulidae,Setophaga_coronata,Dendroica_coronata,3,6,9.9,16.7,N,migratory,altricial,land,4.242640687119285,12.858071395042103
Setophaga discolor,35.61196025850441,1555236658754.57,Passeriformes,Parulidae,Setophaga_discolor,Dendroica_discolor,2,6,5.7,10.8,N,migratory,altricial,land,3.464101615137755,7.846018098373212
Setophaga dominica,35.348935324762365,1916307025154.76,Passeriformes,Parulidae,Setophaga_dominica,Dendroica_dominica,3,5,8.8,10.8,N,migratory,altricial,land,3.872983346207417,9.748846085563153
Setophaga fusca,47.034655753465344,2017175144415.16,Passeriformes,Parulidae,Setophaga_fusca,Dendroica_fusca,3,5,8.9,12.6,N,migratory,altricial,land,3.872983346207417,10.589617556833675
Setophaga graciae,29.08359679873332,1122512617888.46,Passeriformes,Parulidae,Setophaga_graciae,Dendroica_graciae,3,4,7.4,8.3,N,migratory,altricial,land,3.464101615137755,7.837091297158661
Setophaga kirtlandii,45.369174606847466,37706663875.8135,Passeriformes,Parulidae,Setophaga_kirtlandii,Dendroica_kirtlandii,3,6,12.3,16,N,migratory,altricial,land,4.242640687119285,14.028542333400143
Setophaga magnolia,52.14448616395748,3648498418481.83,Passeriformes,Parulidae,Setophaga_magnolia,Dendroica_magnolia,3,5,8.2,9,N,migratory,altricial,land,3.872983346207417,8.590692637965814
Setophaga nigrescens,40.00805530150106,1784627376106.02,Passeriformes,Parulidae,Setophaga_nigrescens,Dendroica_nigrescens,3,5,7.7,9,N,migratory,altricial,land,3.872983346207417,8.324662155306964
Setophaga occidentalis,42.06503688697533,335300558207.105,Passeriformes,Parulidae,Setophaga_occidentalis,Dendroica_occidentalis,4,5,8.8,12.8,N,migratory,altricial,land,4.472135954999579,10.613199329137283
Setophaga palmarum,53.46914089246332,3382515813503.28,Passeriformes,Parulidae,Setophaga_palmarum,Dendroica_palmarum,4,5,7,12.9,N,migratory,altricial,land,4.472135954999579,9.502631214563678
Setophaga pensylvanica,47.361033584589954,2411455068978.28,Passeriformes,Parulidae,Setophaga_pensylvanica,Dendroica_pensylvanica,3,5,10.7,14.3,N,migratory,altricial,land,3.872983346207417,12.369721096289922
Setophaga petechia,50.79058621328543,15447685455575.5,Passeriformes,Parulidae,Setophaga_petechia,Dendroica_petechia,1,8,9.6,10.9,N,migratory,altricial,land,2.82842712474619,10.229369482035537
Setophaga pharetra,18.15803972424384,10686751578.9441,Passeriformes,Parulidae,Setophaga_pharetra,Dendroica_pharetra,2,4,9.1,10.5,Y,NA,altricial,land,2.82842712474619,9.774968030638258
Setophaga pinus,38.511963550899445,2058831287158.66,Passeriformes,Parulidae,Setophaga_pinus,Dendroica_pinus,3,5,9.4,15.1,N,migratory,altricial,land,3.872983346207417,11.913857477744143
Setophaga pitiayumi,-12.562805629167208,8353283760166.1,Passeriformes,Parulidae,Setophaga_pitiayumi,Parula_pitiayumi,2,5,6.6,7.2,N,migratory,altricial,land,3.162277660168379,6.8934751758456345
Setophaga pityophila,23.068584783798613,7139175194.15324,Passeriformes,Parulidae,Setophaga_pityophila,Dendroica_pityophila,2,2,7.2,8.7,Y,NA,altricial,land,2,7.91454357496375
Setophaga plumbea,15.964275385448726,2127535609.69353,Passeriformes,Parulidae,Setophaga_plumbea,Dendroica_plumbea,2,3,8.4,11.3,Y,NA,altricial,land,2.449489742783178,9.742689567054878
Setophaga ruticilla,48.02321228524138,6651631534465.52,Passeriformes,Parulidae,Setophaga_ruticilla,Setophaga_ruticilla,1,5,6.8,8.7,N,migratory,altricial,land,2.23606797749979,7.691553809211763
Setophaga striata,58.90347120575522,6331978464304.7,Passeriformes,Parulidae,Setophaga_striata,Dendroica_striata,2,5,7.8,21.1,N,migratory,altricial,land,3.162277660168379,12.828873683998918
Setophaga tigrina,53.11131320550771,2523091082219.52,Passeriformes,Parulidae,Setophaga_tigrina,Dendroica_tigrina,4,9,10,12,N,migratory,altricial,land,6,10.954451150103326
Setophaga townsendi,55.15969657774341,1379320296117.11,Passeriformes,Parulidae,Setophaga_townsendi,Dendroica_townsendi,3,5,7.3,10.7,N,migratory,altricial,land,3.872983346207417,8.83798619596116
Setophaga virens,49.04511768087574,3320083125310.19,Passeriformes,Parulidae,Setophaga_virens,Dendroica_virens,3,5,7.5,11.2,N,migratory,altricial,land,3.872983346207417,9.16515138991168
Setophaga vitellina,19.318103959733968,158024455.043392,Passeriformes,Parulidae,Setophaga_vitellina,Dendroica_vitellina,2,2,6.2,7.5,N,NA,altricial,land,2,6.8190908484929285
Sheppardia aequatorialis,-0.6911657407189061,137290287949.161,Passeriformes,Muscicapidae,Sheppardia_aequatorialis,Sheppardia_aequatorialis,2,2,12,18,N,NA,altricial,land,2,14.69693845669907
Sheppardia bocagei,-11.435608906387554,589392079468.712,Passeriformes,Muscicapidae,Sheppardia_bocagei,Sheppardia_bocagei,2,2,16.4,20.9,N,NA,altricial,land,2,18.513778652668393
Sheppardia gunningi,-9.722988451428416,58011954369.738,Passeriformes,Muscicapidae,Sheppardia_gunningi,Sheppardia_gunningi,2,3,16,19,N,NA,altricial,land,2.449489742783178,17.435595774162696
Sheppardia polioptera,1.9332860934898248,644019502028.862,Passeriformes,Muscicapidae,Cossypha_polioptera,Cossypha_polioptera,2,3,15,23,N,NA,altricial,land,2.449489742783178,18.574175621006713
Sheppardia sharpei,-8.131671284651755,92949688864.9788,Passeriformes,Muscicapidae,Sheppardia_sharpei,Sheppardia_sharpei,2,2,12,15,N,NA,altricial,land,2,13.416407864998739
Sialia currucoides,50.05988617928581,4376669800140.67,Passeriformes,Turdidae,Sialia_currucoides,Sialia_currucoides,2,8,24,37,N,migratory,altricial,land,4,29.79932885150268
Sialia mexicana,35.27309613695203,1776849057100.51,Passeriformes,Turdidae,Sialia_mexicana,Sialia_mexicana,2,6,23.5,31.5,N,migratory,altricial,land,3.464101615137755,27.207535720825575
Sialia sialis,38.14242202767931,5443637130652.56,Passeriformes,Turdidae,Sialia_sialis,Sialia_sialis,3,7,28,32,N,migratory,altricial,land,4.58257569495584,29.93325909419153
Sibia nipalensis,28.026511369087345,108962947911.647,Passeriformes,Leiothrichidae,Actinodura_nipalensis,Actinodura_nipalensis,2,2,39,48,N,NA,altricial,land,2,43.26661530556788
Sibirionetta formosa,64.56686812297649,3732366988458.73,Anseriformes,Anatidae,Sibirionetta_formosa,Anas_formosa,4,10,360,520,N,migratory,precocial,land,6.32455532033676,432.66615305567893
Sicalis flaveola,-17.305047402429604,8081894855372.57,Passeriformes,Thraupidae,Sicalis_flaveola,Sicalis_flaveola,2,4,12,23.4,N,NA,altricial,land,2.82842712474619,16.757088052522732
Sicalis lutea,-18.667166596261666,333221128294.283,Passeriformes,Thraupidae,Sicalis_lutea,Sicalis_lutea,3,4,14.6,17.9,N,NA,altricial,land,3.464101615137755,16.166013732519215
Sicalis luteola,-23.98750783610453,2730709062070.84,Passeriformes,Thraupidae,Sicalis_luteola,Sicalis_luteola,2,5,14.6,17.9,N,NA,altricial,land,3.162277660168379,16.166013732519215
Sicalis olivascens,-20.097300214953854,769970913219.663,Passeriformes,Thraupidae,Sicalis_olivascens,Sicalis_olivascens,3,4,20.4,24.2,N,NA,altricial,land,3.464101615137755,22.218910864396577
Sinosuthora alphonsiana,26.419297643141174,185799164943.437,Passeriformes,Sylviidae,Sinosuthora_alphonsiana,Paradoxornis_alphonsianus,2,6,8,13,N,NA,altricial,land,3.464101615137755,10.198039027185569
Sinosuthora webbiana,33.64773100503752,4334147235618.99,Passeriformes,Sylviidae,Sinosuthora_webbiana,Paradoxornis_webbianus,3,7,7,12,N,NA,altricial,land,4.58257569495584,9.16515138991168
Sipia laemosticta,8.922748426356772,36106835150.552,Passeriformes,Thamnophilidae,Sipia_laemosticta,Myrmeciza_laemosticta,2,2,25,25,N,NA,altricial,land,2,24.999999999999996
Sitta canadensis,49.89300258035764,7246713232390.88,Passeriformes,Sittidae,Sitta_canadensis,Sitta_canadensis,5,8,10,11,N,NA,altricial,land,6.324555320336757,10.488088481701517
